id,object,result_position,annonce_id,agency_id,agency_page,agency_contact_name,agency_img_url,agency_phone_number,agency_has_email,agency_link,address,area,bedrooms_count,business_unit,coownership_annual_charges,coownership_number_of_lots,coownership_is_syndic_procedure,contact_is_private_seller,contact_email,description,district,dpe,estate_type,electricity_consumption,estate_type_id,features,ges,gas_emissions,highlighting_level,insee_code,is_furnished,is_exclusive,is_redirected,is_expired,latitude,longitude,monthly_price,main_picture,nature,postal_code,position,picture_count,price,price_per_meter,photos,price_decrease_percent,publication_id,pricing_price_note,ref,rooms,short_description,transaction_type,title,tags,url,video_url,virtual_visit_url,collected_at,input_url
"5139908","result","32","214571907","405433","https://www.seloger.com/professionnels/agences-immobilieres/paris-7eme-arrondissement-75007/agence-76645/","Agence clickandrent","https://v.seloger.com/s/width/150/logos/0/f/1/5/0f15p1ox8v9pxxugcc999w6flrmak2xrxgftsw4zg.jpg","07 55 51 73 74","t",,"Lille","62.1875","2","1",,,,"f","t","Clickandrent vous propose à la location cet appartement lumineux et spacieux à Lille.  Situé au 1e étage avec ascenseur, cet appartement de 64 m² offre un cadre de vie agréable.  Les commerces sont à proximité, à seulement 3 minutes à pied des bus CO1 et CITL 'Wagner', et à 7 minutes à pied du bus 14 'Bourget'.  La résidence calme et sécurisée, dotée d'un interphone, assure votre tranquillité.  Ce logement meublé comprend deux chambres avec lit double et dressing.  La grande salle de bain est équipée d'une baignoire, d'un meuble vasque, d'un sèche-serviette chauffant et d'un lave-linge. Les WC sont séparés pour plus de commodité.  La cuisine équipée avec réfrigérateur, lave-vaisselle, plaques de cuisson, four et micro-ondes est parfaite pour les amateurs de cuisine.  Le séjour, lumineux et spacieux, est meublé avec un canapé, une télévision et plusieurs meubles de rangements présent également dans tout l'appartement.  Bonus : Ce bien dispose de deux balcons, l'un est ouvert et l'autre fermé pour profiter des beaux jours. Un parking complète le bien.  Envie de le visiter, une visite virtuelle est disponible !","Lille Sud","C","Appartement","124","1","2 balcons, Calme, Parking, Ascenseur, Cuisine équipée, Salle de bain (baignoire), Séjour / salon, Placards / rangements, Chauffage : non communiqué","D","23","1",,"t","f",,"f",,,"0","https://v.seloger.com/s/crop/414x414/visuels/1/r/x/u/1rxuprdkqghchpcaa2shhn0ovfewkczgicgenx4yc.jpg","1","59000",,"15","995","16","https://v.seloger.com/s/crop/341x256/visuels/1/r/x/u/1rxuprdkqghchpcaa2shhn0ovfewkczgicgenx4yc.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/y/2/2/1y22odibdcbc8dm08m3fv8n0quh4mqx3a6ubyh5xw.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/8/9/b/289b3aftykjognamwk93evgbia2f96a8vrb4kagk4.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/3/f/1/03f16f2wiczs7ujxyyivcdjx8qp9umajst2hdq3pw.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/3/l/0l3ll87jlmuxw7j8y2ohpgiqrtjd9lkaq3dy8ndxw.jpg","16","30405433","cc","A1348","3","Location Appartement - Clickandrent vous propose à la location cet appartement lumineux et spacieux à Lille.  Situé au 1e étage avec ascenseur, cet appartement de 64 m² offre un cadre de vie agréable.  Les commerces sont à proximité, à seulement 3 minutes à pied des bus CO1 et CITL 'Wagner', et à 7 minutes à pied du bus 14 'Bourget'.  La [...]","1","Location Appartement 3 pièces Lille - Appartement F3/T3/3 pièces 64 m² 995€/mois","3 pièces, 2 chambres, 64 m², Étage 1/–, 2 balcons, Parking, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/lille-sud/214571907.htm",,"https://my.matterport.com/show/?m=5CDVSLbcCcN","2024-02-09 07:46:34.0663","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144832","result","33","215101211","46820","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-55041/","IMMO DE FRANCE","https://v.seloger.com/s/width/150/logos/0/j/o/4/0jo4o2b3u00ld8tl1u3i69pcpqlvvrvpj6ld4k6aw.jpg","06 80 22 05 05","t","http://www.immodefrance-nord.com/","Lille","50.214285714285715","0","1",,,,"f","t",,"Vauban Esquermes",,"Appartement",,"1",,,,"1",,"f","t",,"f",,,"0",,"1","59000",,"6","703","14","https://v.seloger.com/s/crop/341x256/visuels/0/s/v/x/0svxdtr0m6cjlj9192d6qpp84ryhaxydpejxif9j4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/c/h/5/1ch50d69nr8hhl668615s6q6ovyrlfgyotbrnehog.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/3/a/p/13ap5kud332lvextbjj2lyzit8r6nss4z3dzu4g00.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/x/a/d/1xad2x121q5qt3evlge2mks6n4di2fj6dhnu5clc0.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/o/4/8/0o484vxd8120zrw82wuy67x0mtd9xhd8y0wsagk5c.jpg",,"30046820","cc",,"2","Location Appartement - Pour plus de renseignements contacter Noémie ZIELENIEWICZ Annonce K2158 LILLE VAUBAN, rue Beaucourt Decourchelles, Appartement de Type 2 à louer offrant un séjour de 21m², cuisine séparée et équipée, une chambre donnant accès à une salle de bains. WC séparés. Un emplacement de parking. Disponible le 25 février.","1",,"2 pièces, 1 chambre, 49 m², Étage 1/0, Parking, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/vauban-esquermes/215101211.htm",,"https://www.meilleurevisite.com/visit/f3731443-97b0-11eb-99f3-00155ddf0f22?t=606eb038d40a5","2024-02-09 07:46:34.725631","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144833","result","34","213787813","48878","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-73208/","NEXIM IMMOBILIER","https://v.seloger.com/s/width/150/logos/0/g/3/a/0g3aa81uiauc54avdj49vtnb26dvtyjhn0pco9dds.jpg","03 20 55 05 55","t","http://www.nexim-immobilier.com/","Lille","55.23529411764706","0","1",,,,"f","t",,"Lille Sud",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"12","939","17","https://v.seloger.com/s/crop/341x256/visuels/0/f/8/e/0f8e83g43sop4mmvsmgw35bemuyy0666zwzxm6tc0.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/m/z/7/1mz7n7cyonksx1psonwbdgsqgmg185lj4a91o3474.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/t/e/n/0tenb52tm6zkb6pkmr81mqqrzoepsmud5rth8ddz4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/z/v/0/1zv0t2mnbofj3e8jyb2efx8z9sbyb7jkm062byc9s.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/h/7/a/1h7aj4jecmuffwkhr19gqd10qldygn4drw15jumqo.jpg",,"30048878","cc",,"3","Location Appartement - A LOUER, rue Frédéric Combemale - CHU- Centre O.Lambret Référence 212-001 COLOCATION IMPOSSIBLE  T3 de 54.86 m² dans une résidence sécurisée, au 3ème et dernier étage avec ascenseur. Il comprend une entrée avec placard, un séjour avec cuisine équipée (plaque, hotte, four, branchement MAL) de 25.54m² m² , donnant accès [...]","1",,"3 pièces, 2 chambres, 55 m², Étage 3/3, Balcon, Parking, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/lille-sud/213787813.htm",,"https://www.meilleurevisite.com/visit/6626a365-2689-11eb-9791-00155d174307","2024-02-09 07:46:35.417032","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144834","result","35","215232353","501135","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-260259/","Foncia Lille",,"03 59 82 32 00","t",,"Lille","43.55","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"7","871","20","https://v.seloger.com/s/crop/341x256/visuels/0/x/d/0/0xd0v52jyvy5bk0sg83j248s9o4npl96jlaewe3r4.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/6/z/8/26z8k3cb1mitgzpbxo5697yv2wqllb7ij4gf8k6m8.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/1/z/5/11z5ejlo8ecvnppv7ttw1ycr7bf6t41wyeaujdncw.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/h/0/c/1h0ct3jejysaznoi7o0u1ri9ti435za582ibtgzuo.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/b/s/8/0bs8aprq1jkzkosgfk7onb0twsxh7j4p0p58kvy4g.jpg",,"1320084","cc",,"2","Location Appartement - un appartement comprenant : une entrée, une pièce de vie, une cuisine équipée, une chambre, une salle de bains et des wc. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr","1",,"2 pièces, 1 chambre, 43 m², Étage 3/–","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/215232353.htm",,"https://app.immoviewer.com/portal/tour/3004193?accessKey=65dc","2024-02-09 07:46:36.078966","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144835","result","36","213114045","501135","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-260259/","Foncia Lille",,"03 59 82 32 00","t",,"Lille","51.42857142857143","0","1",,,,"f","t",,"Bois Blanc",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"7","720","14","https://v.seloger.com/s/crop/341x256/visuels/2/7/t/p/27tpvyf7udb6q3xz31hpjn4trsqoulh9f9otwetts.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/k/c/h/1kchbkn663nydlm3x9h2w7vxahqkzmw3jh9pzh3eo.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/4/7/n/147nt5vi7kycdvxdpq41zi1ruuddyigj8hcpsisu8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/6/k/q/06kqd6bhzvt7hwzw0rmwr1dtops301fga0ervd4e8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/c/l/g/0clg725lulips18dpuj8rmi0typ0s4gjad3tq6irk.jpg",,"1320084","cc",,"2","Location Appartement - proche des transports et grands axes, dans un petit immeuble, bel appartement renové de type 2 avec cuisine équipée. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr","1",,"2 pièces, 1 chambre, 50 m², Étage 0/–","https://www.seloger.com/annonces/locations/appartement/lille-59/bois-blanc/213114045.htm",,"https://view.ricoh360.com/3a2633b1-7cd2-424c-a31d-a66add85bd0c","2024-02-09 07:46:36.741066","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144836","result","37","214983325","501135","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-260259/","Foncia Lille",,"03 59 82 32 00","t",,"Lille","69.42857142857143","0","1",,,,"f","t",,"Bois Blanc",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"5","972","14","https://v.seloger.com/s/crop/341x256/visuels/0/i/b/m/0ibmzec7zn2ms1r0xkxljkejtmvukg456ck0ui3y8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/5/o/c/05occ61hy479o4tzgdhojue34bsqofdymxg719c3k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/y/2/s/0y2sjl27yilo0fokj8epbrr413bv1r61gip1gk0ao.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/3/g/8/03g87uzi13i0wf4f34ylyintlqevhopajzbn5xa4g.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/d/h/m/1dhmidamzgs90cptar0r76urk6c4em9n2d1i1n88w.jpg",,"1320084","cc",,"3","Location Appartement - un appartement comprenant : une entrée, un séjour, une cuisine aménagée, deux chambres, une salle de bains, des wc, une terrasse et un parking en sous sol. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr","1",,"3 pièces, 2 chambres, 70 m², Étage 0/–, Terrasse, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/bois-blanc/214983325.htm",,"https://view.ricoh360.com/e293a831-d4c7-420e-8281-a23e7916a45b","2024-02-09 07:46:37.484026","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"4831631","result","38","205970901","508549","https://www.seloger.com/professionnels/agences-immobilieres/paris-8eme-arrondissement-75008/agence-284225/","NEXITY LOCATION","https://v.seloger.com/s/width/150/logos/0/5/8/n/058n2ndjg0fg9lu3arlpeehh7za9a1bc3wiq0r0pv.jpg","03 28 53 23 24","t",,"Lille","72.91666666666667","0","1",,,"f","f","t","En résidence calme et sécurisée à quelques pas de la CathoAppartement avec deux chambres et cave en annexeIdéal colocation, catho et IESEG à proximité A visiter d'urgence ! 'Déposez votre dossier de candidature en ligne sur sur lequel vous y retrouverez cette annonce.'","Vauban Esquermes","E","Appartement","290","1","Calme, Pas d'ascenseur, Chauffage : non communiqué","D","49","1",,"f","f",,"f",,,"0","https://v.seloger.com/s/crop/414x414/visuels/0/f/b/u/0fbuoug79ektpl0ovoauq37notkb96rx0vej7m7wz.jpg","1","59000",,"4","875","12","https://v.seloger.com/s/crop/341x256/visuels/0/f/b/u/0fbuoug79ektpl0ovoauq37notkb96rx0vej7m7wz.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/7/v/j/07vj8zxc0u7jrr8bv4mx95eskf9ayja5iq9ke3a8j.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/e/c/i/0eci8cc7r0ptlpw5e0msy98fu3o5r5ioxc4yxjzbn.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/w/y/5/0wy5inmqlfn93smdxvdcs80sg5w3pr6gd4qwpfogj.jpg","12","30508549","cc","FL0779924","3","Location Appartement - En résidence calme et sécurisée à quelques pas de la CathoAppartement avec deux chambres et cave en annexeIdéal colocation, catho et IESEG à proximité A visiter d'urgence ! 'Déposez votre dossier de candidature en ligne sur sur lequel vous y retrouverez cette annonce.'","1","Location Appartement 3 pièces Lille - Appartement F3/T3/3 pièces 71,04 m² 875€/mois","3 pièces, 71 m², Étage 2/3","https://www.seloger.com/annonces/locations/appartement/lille-59/vauban-esquermes/205970901.htm",,"https://360.2-vr.com/4WSxVDZVvX","2024-02-09 07:46:38.174509","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"1206145","result","39","166930149","42390","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-40532/","AGENCE IMMOBILIERE LILLOISE","https://v.seloger.com/s/width/150/logos/1/v/x/6/1vx6huuzlm4atkh0bewsiozai3d53zbgdoj1o756w.jpg","03 20 22 95 67","t",,"Lille","33.72222222222222","1","1",,,"f","f","t","Type 2 en meublé, au rez-de-chaussée - - - LILLE, rue Delespaul - - - Métro ""Wazemmes"" à 400m - Bus n° 13,17, C1 & C2 - station vélib à 30 m - - nombreux Commerces de proximité - - - Séjour, chambre, cuisine meublée & équipée (plaque gaz, réfrigérateur, vaisselle), salle d'eau (WC, lavabo, douche, branchement MàL), cave aménagée en bureau (avec déshumidificateur électrique) - - - sol carrelage, chauffage central au gaz, interphone - 33 m² habitable / 45 m² utile (avec le bureau en sous sol). Meubles tel photos.","Wazemmes","D","Appartement","181","1","Exposition Sud, Cave 12 m², Pas d'ascenseur, Interphone, Coin cuisine équipé, Salle d'eau (douche), Toilettes, Séjour / salon 13 m², Placards / rangements, Chauffage collectif au gaz : radiateur","E","42","1",,"t","t",,"f","50.624301","3.059444","0","https://v.seloger.com/s/crop/414x414/visuels/1/2/x/3/12x36l54txiux43un4o674dqpos3dyl27wd2fdc3c.jpg","1","59000","13","15","607","18","https://v.seloger.com/s/crop/341x256/visuels/1/2/x/3/12x36l54txiux43un4o674dqpos3dyl27wd2fdc3c.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/7/a/2/07a2fb4nhaehz4bkswfwbxbiznlumaixylerm3vqw.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/y/6/c/1y6clmirokjybqtbpwvf3hdi04f38k4r2o7nfww3c.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/d/t/w/1dtw7g1j1lf2hngyqluoyhawxmwlqxtvxj77ni3js.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/n/n/c/0nncbspntlptldwltm7cx69692npz3ysr147xh94o.jpg","18","30042390","cc","A2 729","2","Location Appartement - Type 2 en meublé, au rez-de-chaussée - - - LILLE, rue Delespaul - - - Métro ""Wazemmes"" à 400m - Bus n° 13,17, C1 & C2 - station vélib à 30 m - - nombreux Commerces de proximité - - - Séjour, chambre, cuisine meublée & équipée (plaque gaz, réfrigérateur, vaisselle), salle d'eau (WC, lavabo, douche, branchement MàL), cave [...]","1","Location Appartement 2 pièces Lille - Appartement F2/T2/2 pièces 33 m² 607€/mois","2 pièces, 1 chambre, 33 m², Étage 0/1","https://www.seloger.com/annonces/locations/appartement/lille-59/wazemmes/166930149.htm",,,"2024-02-09 07:46:38.804351","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"3621665","result","40","207220491","235420","https://www.seloger.com/professionnels/agences-immobilieres/paris-18eme-arrondissement-75018/agence-71211/","un particulier",,"03 67 49 41 70","t",,"Lille","48.13333333333333","1","1",,,"f","t","t","magnifique T2 de 48 m² au 1er étage d'un immeuble sécurisé dans le quartier Wazemmes, à proximité immédiate du Bd Montebello, des grands axes, de toute commodité et du métro Porte des Postes. Il se compose d'un vaste salon séjour avec coin cuisine équipée (évier, plaques, hotte, emplacement four, meubles hauts et bas), une chambre à l'arrière avec persienne, un couloir avec rangement menant à une grande salle de bains avec baignoire, WC et branchement MAL. Le plus : une place de parking en sous-sol n°19 et une cave n°12. Date de réalisation du DPE : 24 octobre 2018 Chauffage : individuel Disponible de suite","Wazemmes","B","Appartement","70","1","Cave, Ascenseur, Coin cuisine équipé, Salle de bain (baignoire), Séjour / salon, Placards / rangements, Chauffage : non communiqué","C","16","1",,"f","f",,"f","50.61995","3.049412","0","https://v.seloger.com/s/crop/414x414/visuels/1/o/h/a/1ohahk378ga5cd653vn2vmv6iat702ucvujc9cly8.jpg","1","59000",,"7","722","15","https://v.seloger.com/s/crop/341x256/visuels/1/o/h/a/1ohahk378ga5cd653vn2vmv6iat702ucvujc9cly8.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/e/v/g/1evgd1sdvxzkhc3o6xnn8ukhjz03i0yq7nyanzhnk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/f/l/g/1flgy347p7h3smsevi8bj0urrdz3cmu82jalgwh7k.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/e/a/1oea486uvd7t2qjuwrtl5wyfi5wr8y5zy0dpbpnog.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/9/w/1/19w17tyndg9ob0hv0nlomkquec4rjulyb0qh2tu00.jpg","15","1051452","cc","207220491","2","Location entre particuliers Appartement - magnifique T2 de 48 m² au 1er étage d'un immeuble sécurisé dans le quartier Wazemmes, à proximité immédiate du Bd Montebello, des grands axes, de toute commodité et du métro Porte des Postes. Il se compose d'un vaste salon séjour avec coin cuisine équipée (évier, plaques, hotte, emplacement four, meubles [...]","1","Location Appartement 2 pièces Lille - Appartement F2/T2/2 pièces 48 m² 722€/mois","2 pièces, 1 chambre, 48 m², Étage 1/–, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/wazemmes/207220491.htm",,,"2024-02-09 07:46:39.389347","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"4123871","result","41","208963653","73306","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-94501/","Cabinet Ledoux","https://v.seloger.com/s/width/150/logos/0/4/1/c/041cvxmkecxztbr40qa0qa2m98ue5po6np3dd746s.jpg","03 20 29 84 24","t","http://www.ledoux.fr/","Lille","91.36363636363636","1","1",,,"f","f","t","Très joli appartement T3 , très lumineux situé à côté du parc Jean Baptiste au 3 ème étage disposant: d'un vaste séjour , une cuisine séparée, salle de bain avec baignoire et WC ainsi que de 2 belles chambres et un second WC séparé Appartement en très bon état , offrant une surface de 89.37 m2.  Emplacement idéal , calme , à proximité , des commodités , des transports en commun ..  Pour plus d'information , n'hésitez pas à nous contacter ! - SL_1696524985","Centre","D","Appartement","217","1","Calme, Pas d'ascenseur, Cuisine séparée, Séjour / salon, Chauffage : non communiqué","D","47","1",,"f","f",,"f","50.62696","3.067932","0","https://v.seloger.com/s/crop/414x414/visuels/0/6/d/b/06dbgnqfpxz4l33xa56hy5hq5qshyolugxmt1mq74.jpg","1","59000",,"9","1005","11","https://v.seloger.com/s/crop/341x256/visuels/0/6/d/b/06dbgnqfpxz4l33xa56hy5hq5qshyolugxmt1mq74.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/d/j/1odj07qwcoj5avoi0f9vwofjypdhu2tv6ebhf4x0g.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/9/z/e/09zenljx07i514bouj0qz1wwgp88ns8mttxjv01ls.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/i/w/2/1iw260v80tqmy6iz9ds7l6ze5rkd9n8mtww1vgoio.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/p/n/4/1pn4fbjtgkioywy6nn7yuoiyxfxws4g8rdckadx5s.jpg","11","30073306","cc","6116","3","Location Appartement - Très joli appartement T3 , très lumineux situé à côté du parc Jean Baptiste au 3 ème étage disposant: d'un vaste séjour , une cuisine séparée, salle de bain avec baignoire et WC ainsi que de 2 belles chambres et un second WC séparé Appartement en très bon état , offrant une surface de 89.37 m2.  Emplacement idéal , [...]","1","Location Appartement 3 pièces Lille - Appartement F3/T3/3 pièces 89 m² 1005€/mois","3 pièces, 1 chambre, 89 m², Étage 0/0","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/208963653.htm",,,"2024-02-09 07:46:39.758464","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5016522","result","42","212930097","36541","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-7208/","ORPI Lomme Lambersart - BCS Immobilier","https://v.seloger.com/s/width/150/logos/2/9/n/e/29ne97g2rdbxkyr0p22f9hzjx8ksk7vvz7rwm8rsg.jpg","03 20 00 60 30","t","http://www.orpi.com/bcslomme","Lille","55.27777777777778","1","1",,,"f","f","t","LILLE - REPUBLIQUE BEAUX ARTS Bel appartement de type 2 meublé composé d'une pièce principale avec balcon , cuisine séparée et équipée, une chambre , une salle d'eau. DPE: C Loyer mensuel : 850 euros ? + Charges : 145 euros. Dépôt de garantie : 2 mois de loyer hors charges Honoraires locataire de visite et de bail : 551 euros? Honoraires locataire d'état des lieux : 165 € euros","Centre","C","Appartement","151","1","Balcon, Ascenseur, Cuisine séparée, Salle d'eau (douche), Toilettes, Chauffage collectif","C","20","1",,"t","t",,"f","50.6300387","3.0589183","0","https://v.seloger.com/s/crop/414x414/visuels/2/1/y/z/21yz0j2loy9jqg2wjagiqtsyq8s4ctxq6rjild3yw.jpg","1","59000",,"4","995","18","https://v.seloger.com/s/crop/341x256/visuels/2/1/y/z/21yz0j2loy9jqg2wjagiqtsyq8s4ctxq6rjild3yw.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/k/u/l/1kul3e70mvuy01b3ji8nomuxnw3qfq8214g6o8iwg.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/2/8/3/0283lwe9x9l6seawb57q999ahgx2wq4fsutpdn6mw.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/s/c/o/0scohki8jd4oj24lv05cufi47nfs3u4ncri51zjh4.jpg","18","30036541","cc","NMSM-36L-QVT","2","Location Appartement - LILLE - REPUBLIQUE BEAUX ARTS Bel appartement de type 2 meublé composé d'une pièce principale avec balcon , cuisine séparée et équipée, une chambre , une salle d'eau. DPE: C Loyer mensuel : 850 euros ? + Charges : 145 euros. Dépôt de garantie : 2 mois de loyer hors charges Honoraires locataire de visite et de bail : 551 [...]","1","Location Appartement 2 pièces Lille - Appartement F2/T2/2 pièces 55,11 m² 995€/mois","2 pièces, 1 chambre, 55 m², Étage 3/–, Balcon, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/212930097.htm",,,"2024-02-09 07:46:40.072153","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
